name,slug,positions,team,age,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,Dist.,% of FGA by Distance 2P,% of FGA by Distance 0-3,% of FGA by Distance 3-10,% of FGA by Distance 10-16,% of FGA by Distance 16-3P,% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance 0-3,FG% by Distance 3-10,FG% by Distance 10-16,FG% by Distance 16-3P,FG% by Distance 3P,% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks %FGA,# of Dunks,Corner 3s %3PA,Corner 3s 3P%,Attempted Heaves,# of Heaves
Chris Singleton,singlch01,SMALL FORWARD,WASHINGTON WIZARDS,23.0,49.333333333333336,20.666666666666668,868.3333333333334,77.66666666666667,206.66666666666666,19.333333333333332,60.666666666666664,29.333333333333332,46.333333333333336,37.333333333333336,120.0,30.666666666666668,39.0,19.0,33.333333333333336,108.33333333333333,204.0,2013.0,0.37566666666666665,14.566666666666668,0.7200000000000001,0.2273333333333333,0.12,0.10099999999999999,0.27166666666666667,0.27999999999999997,0.393,0.5993333333333334,0.19966666666666666,0.316,0.333,0.30266666666666664,0.5259999999999999,0.9923333333333333,0.043333333333333335,9.0,0.2866666666666667,0.217,0.0,0.0
Chris Smith,smithch05,POINT GUARD,NEW YORK KNICKS,26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Chris Taft,taftch01,CENTER,GOLDEN STATE WARRIORS,20.0,17.0,0.0,144.0,23.0,38.0,0.0,0.0,1.0,6.0,19.0,17.0,2.0,2.0,7.0,2.0,25.0,47.0,2006.0,0.605,3.4,1.0,0.632,0.263,0.105,0.0,0.0,0.605,0.667,0.4,0.75,,,0.609,,0.132,5.0,,,0.0,0.0
Chris Webber,webbech01,POWER FORWARD,SACRAMENTO KINGS,30.8,42.6,42.4,1557.0,362.9,793.9,5.3,20.5,142.4,201.5,97.7,307.2,180.1,58.1,46.4,111.0,128.0,873.5,2004.8,,,,,,,,,,,,,,,,,,,,,,
Chris Whitney,whitnch01,POINT GUARD,['DENVER NUGGETS' 'ORLANDO MAGIC' 'WASHINGTON WIZARDS'],30.77777777777778,34.44444444444444,20.0,782.7777777777778,93.88888888888889,246.44444444444446,42.44444444444444,120.11111111111111,47.888888888888886,55.55555555555556,3.888888888888889,48.77777777777778,112.33333333333333,24.444444444444443,1.8888888888888888,45.22222222222222,68.22222222222223,278.1111111111111,2002.7777777777778,0.3661111111111111,20.055555555555557,0.5379999999999999,0.05522222222222222,0.035444444444444445,0.09999999999999999,0.34655555555555556,0.46199999999999997,0.40144444444444444,0.6564444444444445,0.197,0.2848888888888889,0.4106666666666667,0.32166666666666666,0.6463333333333333,0.7095555555555556,0.0,0.0,0.23022222222222222,0.35766666666666663,0.0,0.0
Chris Wilcox,wilcoch01,CENTER,LOS ANGELES CLIPPERS,24.761904761904763,43.142857142857146,15.285714285714286,839.5238095238095,142.04761904761904,263.04761904761904,0.0,1.4285714285714286,63.333333333333336,98.0952380952381,66.57142857142857,145.33333333333334,31.095238095238095,20.952380952380953,16.476190476190474,47.57142857142857,102.71428571428571,347.42857142857144,2007.7619047619048,0.5453333333333333,4.552380952380952,0.9942857142857142,0.549047619047619,0.278,0.1380952380952381,0.029476190476190475,0.005714285714285714,0.5485714285714286,0.6924761904761905,0.4010952380952381,0.3605238095238095,0.2902857142857143,0.0,0.6689047619047619,,0.21976190476190477,58.57142857142857,0.0,,0.5714285714285714,0.0
Chris Wright,wrighch01,SMALL FORWARD,['DALLAS MAVERICKS' 'GOLDEN STATE WARRIORS' 'MILWAUKEE BUCKS'],23.666666666666668,11.666666666666666,0.3333333333333333,105.33333333333333,15.0,27.333333333333332,0.0,0.3333333333333333,10.0,15.333333333333334,9.666666666666666,12.0,3.0,4.666666666666667,6.0,4.666666666666667,13.0,40.0,2013.0,0.537,5.733333333333333,0.9903333333333334,0.6629999999999999,0.10699999999999998,0.014666666666666666,0.206,0.009666666666666667,0.543,0.7413333333333334,0.45,0.5,0.3333333333333333,0.0,0.4843333333333333,,0.20633333333333334,7.0,1.0,0.0,0.0,0.0
Christian Eyenga,eyengch01,SMALL FORWARD,CLEVELAND CAVALIERS,21.857142857142858,9.285714285714286,2.5714285714285716,179.0,21.142857142857142,54.42857142857143,4.0,14.285714285714286,4.285714285714286,7.428571428571429,5.571428571428571,18.0,7.142857142857143,6.142857142857143,6.142857142857143,8.0,14.142857142857142,50.57142857142857,2011.857142857143,0.3172857142857143,12.1,0.8455714285714285,0.31842857142857145,0.139,0.08928571428571429,0.2988571428571429,0.15442857142857142,0.33971428571428575,0.6151428571428571,0.4622,0.057199999999999994,0.06671428571428571,0.2772857142857143,0.44342857142857145,0.984,0.12457142857142857,4.857142857142857,0.4342857142857143,0.047,0.14285714285714285,0.0
Christian Laettner,laettch01,POWER FORWARD,WASHINGTON WIZARDS,32.0,46.4,27.6,1036.8,148.0,297.1,2.3,9.3,78.1,94.1,62.8,163.3,88.8,42.4,24.6,65.4,124.1,376.4,2002.0,0.5015,10.58,0.9667,0.335,0.10400000000000001,0.1629,0.3651,0.0333,0.5098,0.6555,0.315,0.42729999999999996,0.4847,0.2636,0.6898,0.9667,0.019,6.3,0.27149999999999996,0.51,0.3,0.0
Christian Wood,woodch01,POWER FORWARD,['MILWAUKEE BUCKS' 'NEW ORLEANS PELICANS'],23.09090909090909,24.0,11.454545454545455,522.7272727272727,115.81818181818181,223.0,26.636363636363637,70.54545454545455,59.90909090909091,88.72727272727273,33.45454545454545,129.0,28.636363636363637,13.727272727272727,19.09090909090909,31.818181818181817,39.09090909090909,318.1818181818182,2019.090909090909,0.5079090909090909,9.636363636363637,0.754,0.426,0.23154545454545455,0.04672727272727273,0.049272727272727274,0.246,0.5579090909090909,0.7263636363636364,0.31072727272727274,0.40844444444444444,0.23600000000000004,0.3616363636363636,0.6546363636363637,0.9393,0.1837272727272727,39.0,0.16290909090909092,0.2836666666666667,0.09090909090909091,0.0
Chuck Hayes,hayesch01,CENTER,HOUSTON ROCKETS,27.9375,47.875,15.375,832.6875,72.4375,147.75,0.0,1.0,22.25,35.0,78.5625,150.375,53.1875,34.125,16.3125,32.9375,104.6875,167.125,2011.9375,0.4674375,3.9125,0.99275,0.54925,0.4089375,0.032375,0.0023125,0.00725,0.4705,0.5811875,0.36075,0.1892,0.0,0.0,0.655875,,0.0059375,0.9375,0.05,0.0,0.625,0.0
Chucky Atkins,atkinch01,POINT GUARD,DETROIT PISTONS,31.0,38.0,18.2,920.64,122.76,304.84,50.52,141.84,52.32,67.08,9.92,51.44,122.0,24.36,1.8,51.2,68.36,348.36,2006.0,0.37476,18.488,0.5016,0.17004000000000002,0.04228,0.0426,0.24684,0.4984,0.41847999999999996,0.52364,0.2346521739130435,0.2597826086956522,0.42244,0.3308,0.38712,0.80848,0.0,0.0,0.20443999999999998,0.36735999999999996,2.36,0.04
Chucky Brown,brownch01,SMALL FORWARD,['CLEVELAND CAVALIERS' 'GOLDEN STATE WARRIORS'],32.142857142857146,13.714285714285714,0.8571428571428571,158.42857142857142,18.571428571428573,44.57142857142857,0.0,1.2857142857142858,9.571428571428571,14.857142857142858,4.857142857142857,23.0,5.571428571428571,4.142857142857143,3.5714285714285716,4.142857142857143,17.571428571428573,46.714285714285715,2001.142857142857,0.41971428571428565,12.585714285714285,0.9585714285714285,0.21157142857142858,0.12614285714285714,0.1925714285714286,0.42842857142857144,0.04142857142857143,0.43971428571428567,0.6137142857142858,0.44585714285714284,0.6088571428571429,0.25342857142857145,0.0,0.6668571428571429,,0.013714285714285715,1.1428571428571428,0.7223333333333333,0.0,0.0,0.0
Chuma Okeke,okekech01,POWER FORWARD,ORLANDO MAGIC,22.5,57.5,19.5,1441.0,175.5,449.5,83.5,256.0,42.5,52.5,44.5,219.5,109.5,72.5,32.0,47.5,71.5,477.0,2021.5,0.39649999999999996,17.75,0.45999999999999996,0.14550000000000002,0.14800000000000002,0.081,0.0845,0.54,0.475,0.669,0.373,0.39649999999999996,0.31,0.33299999999999996,0.469,0.973,0.038,18.0,0.1945,0.3815,1.5,0.0
Clarence Weatherspoon,weathcl01,POWER FORWARD,NEW YORK KNICKS,32.5,41.3,16.3,965.5,108.1,230.5,0.0,0.3,68.3,88.2,84.3,174.6,33.8,29.0,24.0,34.2,77.6,284.5,2003.5,0.46719999999999995,7.17,0.9978,0.4418,0.1893,0.17229999999999998,0.1947,0.0021999999999999997,0.46820000000000006,0.5882,0.266,0.4577,0.43360000000000004,0.0,0.6834,,0.07,14.8,1.0,0.0,0.0,0.0
Cleanthony Early,earlycl01,SMALL FORWARD,NEW YORK KNICKS,23.5,28.0,4.5,400.5,44.0,127.0,13.0,49.5,19.5,26.0,13.0,48.5,21.0,13.0,7.5,24.5,36.5,120.5,2015.5,0.3275,14.8,0.616,0.265,0.0935,0.038,0.21950000000000003,0.384,0.3675,0.5335,0.3125,0.2725,0.191,0.2645,0.609,0.9545,0.0325,5.5,0.355,0.173,0.0,0.0
Cliff Alexander,alexacl01,POWER FORWARD,PORTLAND TRAIL BLAZERS,20.0,8.0,0.0,36.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,10.0,2016.0,0.5,7.4,1.0,0.4,0.3,0.1,0.2,0.0,0.5,1.0,0.0,0.0,0.5,,0.4,,0.2,2.0,,,0.0,0.0
Clifford Robinson,robincl02,POWER FORWARD,NEW JERSEY NETS,37.416666666666664,55.666666666666664,34.5,1596.8333333333333,216.58333333333334,536.25,57.5,162.16666666666666,77.83333333333333,115.0,47.25,150.75,119.16666666666667,47.75,46.666666666666664,79.83333333333333,153.66666666666666,568.5,2004.4166666666667,0.3934166666666667,15.733333333333334,0.6679166666666667,0.13075,0.16325,0.12291666666666667,0.2514166666666667,0.33208333333333334,0.41124999999999995,0.5533333333333333,0.3958333333333333,0.32375,0.38866666666666666,0.35566666666666663,0.7487499999999999,0.9788333333333333,0.01325,7.083333333333333,0.25808333333333333,0.35333333333333333,0.6666666666666666,0.08333333333333333
Clint Capela,capelca01,CENTER,HOUSTON ROCKETS,23.5,58.875,51.25,1576.75,318.625,510.5,0.0,0.375,94.125,178.625,208.125,419.75,58.125,41.0,89.125,66.125,143.625,731.375,2018.5,0.6055,2.0375,0.99925,0.760375,0.229125,0.007875,0.0016250000000000001,0.00075,0.6058749999999999,0.700875,0.3115,0.31183333333333335,0.20825,0.0,0.786125,,0.319625,147.375,0.0,,0.25,0.0
Coby Karl,karlco01,SHOOTING GUARD,['CLEVELAND CAVALIERS' 'GOLDEN STATE WARRIORS'],25.714285714285715,5.428571428571429,0.42857142857142855,58.57142857142857,6.0,17.428571428571427,1.4285714285714286,6.571428571428571,2.857142857142857,4.0,2.142857142857143,7.571428571428571,7.714285714285714,1.8571428571428572,0.7142857142857143,5.0,6.571428571428571,16.285714285714285,2009.7142857142858,0.3444,14.059999999999999,0.6248,0.3888,0.15560000000000002,0.0076,0.07339999999999999,0.3752,0.4202,0.5768,0.26,0.0,0.0,0.2072,0.47519999999999996,1.0,0.0154,0.2857142857142857,0.1036,0.1,1.1428571428571428,0.0
Coby White,whiteco01,POINT GUARD,CHICAGO BULLS,20.0,65.0,24.0,1835.0,322.0,779.3333333333334,144.0,394.3333333333333,102.66666666666667,120.66666666666667,24.333333333333332,207.66666666666666,226.33333333333334,38.666666666666664,10.666666666666666,111.66666666666667,144.33333333333334,890.6666666666666,2021.0,0.4143333333333333,16.666666666666668,0.49133333333333334,0.22066666666666668,0.11499999999999999,0.06066666666666667,0.09466666666666666,0.5086666666666667,0.4646666666666666,0.5826666666666668,0.3416666666666666,0.403,0.38966666666666666,0.36599999999999994,0.325,0.8136666666666666,0.008666666666666668,5.333333333333333,0.16733333333333333,0.4403333333333333,1.3333333333333333,0.0
Cody Martin,martico01,SMALL FORWARD,CHARLOTTE HORNETS,25.0,57.0,8.0,1206.0,125.33333333333333,272.6666666666667,31.666666666666668,98.0,47.333333333333336,71.66666666666667,57.333333333333336,144.0,120.0,54.666666666666664,17.666666666666668,48.333333333333336,82.0,329.6666666666667,2021.0,0.451,11.766666666666666,0.6476666666666667,0.422,0.11833333333333335,0.046000000000000006,0.06133333333333333,0.35233333333333333,0.5343333333333334,0.6403333333333334,0.40633333333333327,0.17666666666666667,0.282,0.298,0.5893333333333334,0.9013333333333332,0.09266666666666667,21.666666666666668,0.5156666666666666,0.286,0.6666666666666666,0.0
Cody Zeller,zelleco01,CENTER,CHARLOTTE HORNETS,25.0,54.888888888888886,30.333333333333332,1219.2222222222222,176.22222222222223,339.0,3.5555555555555554,16.11111111111111,110.88888888888889,151.66666666666666,110.44444444444444,217.22222222222223,76.77777777777777,35.55555555555556,35.666666666666664,58.0,142.33333333333334,466.8888888888889,2018.0,0.525888888888889,5.699999999999999,0.9555555555555555,0.5875555555555556,0.20577777777777778,0.035444444444444445,0.12533333333333335,0.044444444444444446,0.542,0.6336666666666667,0.4196666666666667,0.38433333333333336,0.4856666666666667,0.26922222222222225,0.756,0.9906666666666667,0.15866666666666665,48.888888888888886,0.07577777777777778,0.25,0.0,0.0
Cole Aldrich,aldrico01,CENTER,['HOUSTON ROCKETS' 'SACRAMENTO KINGS'],24.923076923076923,33.0,1.7692307692307692,320.38461538461536,40.23076923076923,75.76923076923077,0.0,0.0,15.692307692307692,21.846153846153847,30.307692307692307,75.15384615384616,15.461538461538462,11.307692307692308,21.46153846153846,18.846153846153847,48.38461538461539,96.15384615384616,2013.923076923077,0.5256923076923077,3.5307692307692307,1.0,0.5220769230769231,0.46376923076923077,0.013923076923076923,0.0005384615384615384,0.0,0.5256923076923077,0.6655384615384616,0.37784615384615383,0.541625,0.0,,0.6496153846153846,,0.20584615384615385,11.076923076923077,,,0.0,0.0
Cole Anthony,anthoco01,POINT GUARD,ORLANDO MAGIC,20.5,56.0,49.5,1666.0,288.0,732.0,95.0,281.5,162.5,192.0,35.0,249.5,280.5,38.0,17.5,138.0,134.5,833.5,2021.5,0.394,14.75,0.6295,0.16599999999999998,0.253,0.112,0.099,0.3705,0.428,0.589,0.3415,0.47050000000000003,0.348,0.3375,0.176,0.644,0.019,9.0,0.09,0.3185,1.0,0.0
Collin Sexton,sextoco01,['POINT GUARD' 'SHOOTING GUARD'],CLEVELAND CAVALIERS,21.5,54.5,52.0,1794.75,406.25,887.0,81.25,215.0,195.25,236.0,47.25,118.5,180.0,45.25,5.75,135.25,127.5,1089.0,2020.5,0.45675,12.025,0.74575,0.2935,0.215,0.13125,0.106,0.25425,0.49675,0.63575,0.3855,0.4335,0.37324999999999997,0.34925,0.3635,0.72075,0.01675,10.75,0.12075,0.38825,0.25,0.0
Corey Benjamin,benjaco01,['POINT GUARD' 'SHOOTING GUARD'],['ATLANTA HAWKS' 'CHICAGO BULLS'],23.0,37.0,2.5,504.5,64.0,172.5,11.5,47.0,34.0,49.5,24.0,41.5,39.5,14.5,9.0,34.5,74.0,173.5,2002.0,0.3415,12.25,0.715,0.3365,0.1295,0.098,0.15100000000000002,0.28500000000000003,0.396,0.5445,0.244,0.171,0.338,0.20650000000000002,0.5545,0.9525,0.0895,10.0,0.305,0.167,0.0,0.0
Corey Brewer,breweco01,SMALL FORWARD,MINNESOTA TIMBERWOLVES,28.31578947368421,39.13157894736842,12.0,840.1842105263158,116.84210526315789,275.63157894736844,21.92105263157895,79.26315789473684,55.94736842105263,77.84210526315789,28.657894736842106,77.21052631578948,57.26315789473684,47.23684210526316,9.842105263157896,42.94736842105263,81.63157894736842,311.55263157894734,2015.3157894736842,0.42984210526315786,11.205263157894738,0.7062631578947368,0.4160526315789474,0.14255263157894738,0.048947368421052635,0.09871052631578947,0.2937368421052632,0.49889473684210534,0.6262631578947369,0.2901842105263158,0.3372972972972973,0.36408108108108106,0.2651315789473684,0.653,0.9651081081081082,0.07328947368421053,21.157894736842106,0.5465263157894737,0.2816315789473684,3.1052631578947367,0.05263157894736842
Corey Kispert,kispeco01,SMALL FORWARD,WASHINGTON WIZARDS,22.0,77.0,36.0,1801.0,234.0,514.0,112.0,320.0,54.0,62.0,53.0,156.0,85.0,35.0,22.0,50.0,93.0,634.0,2022.0,0.455,18.1,0.377,0.167,0.132,0.045,0.033,0.623,0.629,0.791,0.515,0.565,0.353,0.35,0.803,0.982,0.025,12.0,0.325,0.423,0.0,0.0
Corey Maggette,maggeco01,SMALL FORWARD,LOS ANGELES CLIPPERS,27.0,57.69230769230769,36.38461538461539,1691.3846153846155,295.46153846153845,653.8461538461538,35.46153846153846,109.23076923076923,339.15384615384613,410.61538461538464,60.92307692307692,225.15384615384616,125.76923076923077,43.53846153846154,8.692307692307692,133.53846153846155,166.84615384615384,965.5384615384615,2007.0,0.4416923076923077,12.600000000000001,0.825,0.314,0.10884615384615384,0.08615384615384616,0.3159230769230769,0.175,0.46692307692307694,0.629,0.32823076923076927,0.3278461538461539,0.38546153846153847,0.3087692307692308,0.6045384615384616,0.9426153846153846,0.04507692307692308,29.384615384615383,0.21053846153846154,0.3497692307692307,1.6923076923076923,0.07692307692307693
Corie Blount,blounco01,POWER FORWARD,CHICAGO BULLS,33.5,36.57142857142857,3.642857142857143,666.2142857142857,65.35714285714286,144.71428571428572,0.42857142857142855,2.4285714285714284,17.642857142857142,29.285714285714285,75.28571428571429,110.28571428571429,31.142857142857142,25.357142857142858,13.071428571428571,31.642857142857142,85.5,148.78571428571428,2002.5,0.4492142857142857,9.628571428571428,0.9874285714285714,0.33449999999999996,0.13178571428571428,0.2553571428571429,0.2657142857142857,0.01257142857142857,0.4527857142857143,0.558,0.3067857142857143,0.3643571428571429,0.44385714285714284,0.1111111111111111,0.7266428571428571,1.0,0.07785714285714286,9.357142857142858,0.16666666666666666,0.333,0.0,0.0
Corliss Williamson,willico02,SMALL FORWARD,DETROIT PISTONS,29.41176470588235,45.11764705882353,9.176470588235293,980.8235294117648,186.0,381.94117647058823,0.29411764705882354,1.8823529411764706,108.52941176470588,146.7058823529412,63.411764705882355,110.76470588235294,42.64705882352941,24.88235294117647,11.764705882352942,64.17647058823529,124.47058823529412,480.8235294117647,2003.4117647058824,0.4834705882352941,6.070588235294117,0.9955294117647059,0.42447058823529416,0.3142352941176471,0.14952941176470588,0.10694117647058823,0.004470588235294118,0.4842941176470589,0.6241764705882353,0.4234705882352941,0.3492941176470588,0.28323529411764703,0.11516666666666668,0.6302941176470588,1.0,0.021705882352941176,7.9411764705882355,0.353,0.2312857142857143,0.11764705882352941,0.0
Corsley Edwards,edwarco01,CENTER,NEW ORLEANS HORNETS,25.0,10.0,0.0,110.0,10.0,31.0,0.0,0.0,7.0,12.0,12.0,13.0,3.0,3.0,4.0,2.0,19.0,27.0,2005.0,0.323,4.2,1.0,0.581,0.29,0.032,0.097,0.0,0.323,0.444,0.222,0.0,0.0,,0.6,,0.194,5.0,,,0.0,0.0
Cory Alexander,alexaco01,['POINT GUARD' 'SHOOTING GUARD'],['CHARLOTTE BOBCATS' 'ORLANDO MAGIC'],29.0,21.0,0.5,214.0,17.0,52.5,6.0,17.5,10.5,15.0,4.0,23.0,36.5,12.5,0.5,22.0,29.0,50.5,2003.0,0.324,16.6,0.663,0.1825,0.055999999999999994,0.153,0.2715,0.33699999999999997,0.3085,0.361,0.375,0.25,0.23399999999999999,0.3355,0.268,1.0,0.0,0.0,0.089,0.5,0.5,0.0
Cory Higgins,higgico01,['POINT GUARD' 'SHOOTING GUARD'],CHARLOTTE BOBCATS,22.5,22.0,0.0,227.5,29.0,89.5,2.5,12.5,21.5,31.0,4.0,15.0,20.5,4.0,3.0,19.5,22.5,82.0,2012.5,0.3205,14.3,0.806,0.193,0.16649999999999998,0.20950000000000002,0.237,0.194,0.35,0.45,0.107,0.44,0.393,0.2,0.2875,0.875,0.003,0.0,0.225,0.2,0.5,0.0
Cory Jefferson,jeffeco01,POWER FORWARD,['BROOKLYN NETS' 'PHOENIX SUNS'],24.5,29.0,0.5,290.5,42.0,94.5,1.0,8.0,17.5,30.0,26.5,54.0,8.0,5.0,11.0,10.0,34.5,102.5,2015.5,0.429,7.35,0.9325,0.469,0.2215,0.10350000000000001,0.1385,0.0675,0.4545,0.6005,0.1945,0.7595000000000001,0.1775,0.0665,0.656,1.0,0.2005,13.0,0.1665,0.4,0.5,0.0
Cory Joseph,josepco01,POINT GUARD,['DETROIT PISTONS' 'SACRAMENTO KINGS' 'SAN ANTONIO SPURS'],26.25,53.375,12.4375,1190.8125,149.5625,334.0,30.8125,89.75,57.25,72.3125,27.4375,110.1875,163.25,42.75,12.6875,57.625,91.875,387.1875,2018.25,0.448875,13.0,0.734,0.2395,0.2114375,0.123875,0.159,0.2660625,0.4890625,0.6631875,0.42475,0.3928125,0.4123125,0.332125,0.338125,0.901875,0.0011875,0.0625,0.330875,0.346375,0.9375,0.0625
Coty Clarke,clarkco01,SMALL FORWARD,BOSTON CELTICS,23.0,3.0,0.0,6.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2016.0,0.5,17.0,0.5,0.0,0.25,0.0,0.25,0.5,0.0,,0.0,,0.0,1.0,,1.0,0.0,0.0,0.5,1.0,0.0,0.0
Courtney Alexander,alexaco02,POINT GUARD,WASHINGTON WIZARDS,23.375,39.625,13.375,853.875,141.625,337.25,9.375,26.625,73.125,89.625,26.0,60.875,43.875,25.125,3.5,44.125,81.875,365.75,2001.375,0.40975,13.2375,0.924375,0.1985,0.10537500000000001,0.24725,0.373625,0.075625,0.41475,0.522375,0.33675,0.35462499999999997,0.4185,0.341125,0.616625,0.6815,0.011000000000000001,5.125,0.21350000000000002,0.164,0.0,0.0
Courtney Fortson,fortsco01,POINT GUARD,['HOUSTON ROCKETS' 'LOS ANGELES CLIPPERS'],23.0,5.0,0.0,47.5,5.5,16.0,1.5,6.5,5.0,7.5,3.0,4.5,5.0,1.5,0.0,5.0,2.5,17.5,2012.0,0.35366666666666663,12.9,0.6036666666666667,0.25466666666666665,0.31033333333333335,0.0,0.038,0.39633333333333337,0.4283333333333333,0.31466666666666665,0.2776666666666667,,1.0,0.23433333333333337,0.25,1.0,0.0,0.0,0.0,,0.0,0.0
Courtney Lee,leeco01,SHOOTING GUARD,MEMPHIS GRIZZLIES,29.51851851851852,44.25925925925926,27.925925925925927,1163.2592592592594,156.92592592592592,345.5925925925926,45.03703703703704,118.18518518518519,51.51851851851852,60.592592592592595,18.444444444444443,93.37037037037037,71.44444444444444,42.629629629629626,12.25925925925926,40.0,71.29629629629629,410.4074074074074,2015.5185185185185,0.4508888888888889,15.566666666666666,0.6405555555555557,0.19603703703703704,0.09251851851851853,0.12974074074074074,0.22285185185185186,0.35944444444444446,0.4985925925925926,0.6111111111111112,0.4229259259259259,0.4152222222222222,0.45577777777777784,0.36840740740740735,0.5552222222222222,0.9112962962962963,0.014777777777777779,5.296296296296297,0.3723703703703704,0.42818518518518517,0.7037037037037037,0.037037037037037035
Courtney Sims,simsco01,CENTER,['NEW YORK KNICKS' 'PHOENIX SUNS'],24.857142857142858,1.2857142857142858,0.0,7.142857142857143,1.2857142857142858,2.7142857142857144,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.7142857142857143,2.5714285714285716,2008.857142857143,0.4,3.44,1.0,0.7336,0.1336,0.0,0.1336,0.0,0.4,0.6,0.0,,0.0,,0.667,,0.0,0.0,,,0.0,0.0
Craig Brackins,brackcr01,POWER FORWARD,PHILADELPHIA 76ERS,23.5,8.5,0.5,60.5,6.5,24.5,1.5,7.0,0.5,1.0,3.5,6.0,4.5,0.5,0.5,2.0,4.5,15.0,2011.5,0.2615,16.45,0.7075,0.123,0.1555,0.091,0.3385,0.29300000000000004,0.307,0.625,0.0,0.167,0.3835,0.1665,0.7085,1.0,0.0,0.0,0.21100000000000002,0.5,0.0,0.0
Craig Smith,smithcr01,POWER FORWARD,MINNESOTA TIMBERWOLVES,25.5,67.16666666666667,8.166666666666666,1137.6666666666667,203.5,367.8333333333333,0.16666666666666666,4.5,106.16666666666667,160.5,90.5,170.66666666666666,53.666666666666664,30.5,15.166666666666666,68.83333333333333,159.5,513.3333333333334,2009.5,0.547,4.55,0.9864999999999999,0.5588333333333333,0.31083333333333335,0.050666666666666665,0.06633333333333334,0.0135,0.5539999999999999,0.6528333333333333,0.4648333333333334,0.41083333333333333,0.30633333333333335,0.03333333333333333,0.618,1.0,0.035833333333333335,13.5,0.137,0.16666666666666666,1.6666666666666667,0.0
Craig Sword,swordcr01,SHOOTING GUARD,WASHINGTON WIZARDS,28.0,3.0,0.0,19.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,7.0,6.0,2022.0,0.75,7.0,0.75,0.75,0.0,0.0,0.0,0.25,1.0,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0
Cristiano Felício,feliccr01,CENTER,CHICAGO BULLS,25.5,42.0,3.3333333333333335,592.3333333333334,71.83333333333333,125.66666666666667,0.0,2.3333333333333335,36.0,53.5,63.5,101.83333333333333,30.5,12.0,8.333333333333334,25.833333333333332,59.666666666666664,179.66666666666666,2018.5,0.5708333333333333,5.033333333333334,0.9536666666666666,0.6668333333333333,0.15166666666666667,0.0385,0.09799999999999999,0.04633333333333333,0.5993333333333334,0.6905,0.37716666666666665,0.39239999999999997,0.24233333333333332,0.0,0.638,,0.13583333333333333,17.333333333333332,0.0,,0.0,0.0
Curtis Borchardt,borchcu01,CENTER,UTAH JAZZ,23.5,41.5,11.5,558.5,48.0,114.0,0.0,0.5,33.0,44.5,49.5,89.5,32.0,7.0,23.0,35.0,100.0,129.0,2004.5,0.4115,6.65,0.991,0.46299999999999997,0.182,0.1835,0.162,0.009,0.41500000000000004,0.565,0.2255,0.39749999999999996,0.2675,0.0,0.645,,0.09949999999999999,12.0,0.0,,0.0,0.0
Cuttino Mobley,moblecu01,SHOOTING GUARD,['HOUSTON ROCKETS' 'LOS ANGELES CLIPPERS'],29.0,53.5,47.42857142857143,2031.5714285714287,323.2857142857143,744.4285714285714,87.71428571428571,222.21428571428572,156.28571428571428,187.92857142857142,39.42857142857143,172.07142857142858,147.28571428571428,63.92857142857143,22.714285714285715,108.64285714285714,124.64285714285714,890.5714285714286,2005.0,0.4345,15.414285714285715,0.6845714285714285,0.2055,0.07807142857142857,0.1305714285714286,0.27035714285714285,0.31542857142857145,0.4454285714285714,0.5732857142857143,0.3565,0.4017857142857143,0.38899999999999996,0.3992857142857143,0.4305,0.8706428571428572,0.020499999999999997,15.857142857142858,0.2702142857142857,0.44442857142857145,1.5714285714285714,0.14285714285714285
D'Angelo Russell,russeda01,POINT GUARD,MINNESOTA TIMBERWOLVES,22.416666666666668,42.833333333333336,37.5,1281.75,286.8333333333333,681.4166666666666,113.25,315.6666666666667,111.58333333333333,141.66666666666666,21.083333333333332,133.66666666666666,245.0,47.25,12.083333333333334,124.16666666666667,80.16666666666667,798.5,2019.4166666666667,0.4200833333333333,17.866666666666667,0.5215833333333334,0.11583333333333334,0.12691666666666665,0.14341666666666666,0.13508333333333333,0.47841666666666666,0.47783333333333333,0.6557499999999999,0.4163333333333334,0.42558333333333337,0.4495,0.35791666666666666,0.22641666666666668,0.5541666666666667,0.003416666666666667,2.4166666666666665,0.08858333333333333,0.39608333333333334,1.9166666666666667,0.0
