name,slug,positions,team,age,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,Dist.,% of FGA by Distance 2P,% of FGA by Distance 0-3,% of FGA by Distance 3-10,% of FGA by Distance 10-16,% of FGA by Distance 16-3P,% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance 0-3,FG% by Distance 3-10,FG% by Distance 10-16,FG% by Distance 16-3P,FG% by Distance 3P,% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks %FGA,# of Dunks,Corner 3s %3PA,Corner 3s 3P%,Attempted Heaves,# of Heaves
A.C. Green,greenac01,POWER FORWARD,MIAMI HEAT,37.0,82.0,1.0,1411.0,144.0,324.0,0.0,6.0,79.0,111.0,107.0,206.0,39.0,30.0,8.0,45.0,119.0,367.0,2001.0,0.444,11.7,0.981,0.278,0.102,0.164,0.438,0.019,0.453,0.611,0.273,0.321,0.444,0.0,0.764,,0.012,4.0,0.167,0.0,1.0,0.0
A.J. Guyton,guytoaj01,POINT GUARD,CHICAGO BULLS,23.0,26.666666666666668,4.666666666666667,415.3333333333333,55.333333333333336,146.66666666666666,24.333333333333332,64.33333333333333,12.333333333333334,15.0,7.333333333333333,19.333333333333332,49.0,6.666666666666667,4.0,20.666666666666668,19.333333333333332,147.33333333333334,2002.0,0.25566666666666665,21.7,0.629,0.06166666666666667,0.11366666666666665,0.05333333333333334,0.40066666666666667,0.371,0.254,0.569,0.3193333333333333,0.3855,0.21066666666666667,0.255,0.4825,0.8175,0.0,0.0,0.15666666666666668,0.309,0.6666666666666666,0.0
A.J. Hammons,hammoaj01,CENTER,DALLAS MAVERICKS,24.0,22.0,0.0,163.0,17.0,42.0,5.0,10.0,9.0,20.0,8.0,28.0,4.0,1.0,13.0,10.0,21.0,48.0,2017.0,0.405,15.4,0.762,0.19,0.071,0.143,0.357,0.238,0.375,0.5,0.0,0.167,0.467,0.5,0.917,1.0,0.095,4.0,0.2,0.0,0.0,0.0
A.J. Price,priceaj01,POINT GUARD,INDIANA PACERS,27.11764705882353,19.941176470588236,1.4705882352941178,288.29411764705884,41.294117647058826,109.11764705882354,15.470588235294118,50.64705882352941,15.0,20.647058823529413,5.0588235294117645,22.764705882352942,41.470588235294116,8.588235294117647,0.5294117647058824,15.941176470588236,16.58823529411765,113.05882352941177,2014.1176470588234,0.3397058823529412,18.170588235294115,0.5611764705882354,0.05741176470588235,0.10982352941176471,0.15423529411764705,0.2397647058823529,0.4388235294117647,0.44129411764705884,0.45135714285714285,0.5047857142857143,0.44482352941176473,0.40705882352941175,0.2048235294117647,0.1302941176470588,0.7057272727272728,0.0,0.0,0.16347058823529412,0.21935294117647058,0.4117647058823529,0.0
Aaron Brooks,brookaa01,POINT GUARD,HOUSTON ROCKETS,27.84,40.52,10.84,844.6,138.12,337.84,50.08,138.16,56.44,66.76,16.24,50.76,123.4,23.64,5.56,62.64,77.08,382.76,2012.84,0.40104,15.895999999999999,0.57504,0.22455999999999998,0.1432,0.07708,0.13032,0.42496,0.43560000000000004,0.5314800000000001,0.36730434782608695,0.4414782608695652,0.35464,0.35104,0.22283999999999998,0.6751600000000001,0.0006,0.24,0.15572,0.3778,3.76,0.16
Aaron Gordon,gordoaa01,POWER FORWARD,ORLANDO MAGIC,23.46153846153846,48.30769230769231,41.46153846153846,1388.076923076923,235.92307692307693,512.3846153846154,54.23076923076923,167.0,98.76923076923077,142.30769230769232,76.53846153846153,221.76923076923077,125.76923076923077,35.0,31.0,75.84615384615384,94.6923076923077,624.8461538461538,2019.4615384615386,0.46261538461538465,12.584615384615384,0.675,0.3331538461538462,0.145,0.11738461538461539,0.07976923076923076,0.32499999999999996,0.5293846153846153,0.7005384615384614,0.372,0.3792307692307692,0.3043076923076923,0.31807692307692303,0.5072307692307693,0.8621538461538462,0.12446153846153846,62.69230769230769,0.26684615384615384,0.33661538461538465,2.6923076923076925,0.0
Aaron Gray,grayaa01,CENTER,['CHICAGO BULLS' 'TORONTO RAPTORS'],26.58823529411765,26.823529411764707,5.823529411764706,304.88235294117646,34.0,67.6470588235294,0.0,0.29411764705882354,14.588235294117647,25.11764705882353,35.588235294117645,59.94117647058823,17.352941176470587,7.764705882352941,7.352941176470588,21.352941176470587,53.76470588235294,82.58823529411765,2011.5882352941176,0.5051176470588236,4.094117647058824,0.995470588235294,0.5624705882352941,0.3161176470588235,0.10464705882352941,0.01188235294117647,0.0045294117647058825,0.5071764705882353,0.5565882352941176,0.4467058823529412,0.39766666666666667,0.7619166666666667,0.0,0.5597058823529412,,0.037,3.764705882352941,0.0,,0.058823529411764705,0.0
Aaron Harrison,harriaa01,SHOOTING GUARD,CHARLOTTE HORNETS,22.0,11.666666666666666,1.0,114.33333333333333,8.0,30.666666666666668,4.0,18.333333333333332,6.333333333333333,10.333333333333334,2.6666666666666665,11.333333333333334,5.333333333333333,5.0,0.6666666666666666,2.3333333333333335,13.0,26.333333333333332,2017.0,0.17933333333333334,19.433333333333334,0.4503333333333333,0.109,0.032,0.028999999999999998,0.2803333333333333,0.5496666666666666,0.20233333333333334,0.5625,0.1665,0.333,0.074,0.16966666666666666,0.65,0.8335,0.0,0.0,0.393,0.111,0.0,0.0
Aaron Henry,henryaa01,SMALL FORWARD,PHILADELPHIA 76ERS,22.0,6.0,0.0,17.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2022.0,0.2,12.0,0.8,0.2,0.2,0.4,0.0,0.2,0.25,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0
Aaron Holiday,holidaa01,POINT GUARD,INDIANA PACERS,23.8,49.0,11.2,892.0,131.8,319.8,47.2,126.6,48.4,57.6,13.2,73.6,117.6,32.8,10.2,52.2,75.4,359.2,2020.8,0.41980000000000006,14.7,0.619,0.1974,0.221,0.11879999999999999,0.0824,0.381,0.4492,0.575,0.3882,0.37560000000000004,0.3746,0.3718,0.3654,0.7982,0.004399999999999999,0.8,0.1498,0.4548,0.6,0.0
Aaron Jackson,jacksaa01,POINT GUARD,HOUSTON ROCKETS,31.0,1.0,0.0,35.0,3.0,9.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,8.0,2018.0,0.333,13.7,0.556,0.222,0.333,0.0,0.0,0.444,0.4,0.5,0.333,,,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Aaron McKie,mckieaa01,['SHOOTING GUARD' 'SMALL FORWARD'],PHILADELPHIA 76ERS,31.0,53.0,19.0,1388.7142857142858,169.14285714285714,374.0,33.714285714285715,92.28571428571429,64.57142857142857,82.71428571428571,27.0,161.0,165.14285714285714,62.142857142857146,10.142857142857142,78.42857142857143,101.14285714285714,436.57142857142856,2004.0,0.4481428571428571,15.028571428571428,0.7758571428571429,0.1802857142857143,0.099,0.1447142857142857,0.35185714285714287,0.22414285714285714,0.48128571428571426,0.7051666666666666,0.4644285714285714,0.368,0.4414285714285714,0.29983333333333334,0.6171428571428572,0.9654,0.001,0.5714285714285714,0.5,0.38199999999999995,0.8571428571428571,0.0
Aaron Miles,milesaa01,POINT GUARD,GOLDEN STATE WARRIORS,22.0,19.0,0.0,118.0,6.0,18.0,0.0,0.0,4.0,4.0,0.0,14.0,24.0,4.0,1.0,11.0,13.0,16.0,2006.0,0.333,10.3,1.0,0.278,0.222,0.111,0.389,0.0,0.333,0.4,0.0,0.5,0.429,,0.333,,0.0,0.0,,,0.0,0.0
Aaron Nesmith,nesmiaa01,SMALL FORWARD,BOSTON CELTICS,21.5,49.0,2.0,621.5,75.0,180.0,35.5,111.5,21.5,27.0,21.5,86.5,22.5,17.5,7.0,27.0,78.5,207.0,2021.5,0.41700000000000004,17.75,0.3805,0.14750000000000002,0.1585,0.041999999999999996,0.033,0.6194999999999999,0.5775,0.7685,0.456,0.3055,0.6,0.32,0.626,0.9675,0.0305,4.5,0.3905,0.2885,0.0,0.0
Aaron Wiggins,wiggiaa01,SHOOTING GUARD,OKLAHOMA CITY THUNDER,23.0,50.0,35.0,1209.0,156.0,337.0,42.0,138.0,62.0,85.0,51.0,127.0,68.0,30.0,10.0,54.0,93.0,416.0,2022.0,0.463,12.7,0.591,0.249,0.318,0.018,0.006,0.409,0.573,0.655,0.514,0.5,0.5,0.304,0.561,0.976,0.05,15.0,0.362,0.34,0.0,0.0
Aaron Williams,williaa01,CENTER,NEW JERSEY NETS,33.05555555555556,36.388888888888886,4.666666666666667,600.2777777777778,73.05555555555556,149.72222222222223,0.05555555555555555,0.5,43.22222222222222,58.111111111111114,47.166666666666664,87.44444444444444,23.61111111111111,13.0,22.666666666666668,30.944444444444443,91.55555555555556,189.38888888888889,2005.0555555555557,0.49372222222222223,5.988888888888889,0.9978888888888888,0.47200000000000003,0.2426666666666667,0.1728888888888889,0.1106111111111111,0.002111111111111111,0.49466666666666664,0.6303888888888889,0.37622222222222224,0.3337222222222222,0.358875,0.0666,0.7137222222222221,1.0,0.13555555555555554,20.333333333333332,0.0,,0.1111111111111111,0.0
Abdel Nader,naderab01,SMALL FORWARD,['OKLAHOMA CITY THUNDER' 'PHOENIX SUNS'],26.0,40.4,1.6,516.6,66.6,155.6,25.0,70.0,27.0,37.6,10.4,64.8,22.0,15.2,11.0,26.6,49.0,185.2,2020.0,0.4122,13.3,0.5682,0.306,0.2132,0.029199999999999997,0.0196,0.43179999999999996,0.461,0.6252,0.2986,0.20725000000000002,0.22925,0.3508,0.5392,0.9810000000000001,0.0354,4.8,0.35760000000000003,0.3638,0.4,0.0
Acie Law,lawac01,POINT GUARD,GOLDEN STATE WARRIORS,25.15,18.4,0.55,226.95,26.5,61.7,2.7,11.75,19.0,24.8,3.3,15.3,27.75,9.0,0.35,14.1,18.15,74.7,2010.15,0.4282500000000001,8.9,0.8,0.50395,0.1111,0.08975,0.09545000000000001,0.20015,0.47935,0.56325,0.1301,0.73105,0.25820000000000004,0.20935,0.2706,0.6011333333333333,0.0249,0.75,0.40625,0.28970588235294115,0.05,0.0
Adam Harrington,harriad01,SHOOTING GUARD,['DALLAS MAVERICKS' 'DENVER NUGGETS'],22.0,9.5,0.0,55.5,5.5,18.5,2.5,7.0,1.5,2.0,0.5,3.5,6.0,1.0,0.5,1.0,4.0,15.0,2003.0,0.294,16.900000000000002,0.632,0.217,0.05433333333333334,0.0,0.36000000000000004,0.36800000000000005,0.26933333333333337,0.25,0.0,,0.297,0.35133333333333333,0.8333333333333334,1.0,0.025666666666666667,0.0,0.10833333333333332,0.5,0.0,0.0
Adam Keefe,keefead01,POWER FORWARD,GOLDEN STATE WARRIORS,30.0,67.0,13.0,836.0,64.0,159.0,1.0,3.0,39.0,63.0,90.0,119.0,36.0,28.0,20.0,40.0,102.0,168.0,2001.0,0.403,8.5,0.981,0.377,0.176,0.17,0.258,0.019,0.404,0.617,0.286,0.296,0.244,0.333,0.683,1.0,0.038,6.0,0.333,0.0,0.0,0.0
Adam Mokoka,mokokad01,['SHOOTING GUARD' 'SMALL FORWARD'],CHICAGO BULLS,21.5,12.5,0.0,84.0,9.5,23.5,3.5,12.5,1.0,2.5,4.0,3.5,4.5,3.0,0.5,3.5,11.0,23.5,2020.5,0.39849999999999997,13.95,0.469,0.425,0.0265,0.0,0.018,0.531,0.5645,0.625,0.0,,0.0,0.25,0.5,1.0,0.0,0.0,0.4165,0.354,0.0,0.0
Adam Morrison,morriad01,SMALL FORWARD,['CHARLOTTE BOBCATS' 'LOS ANGELES LAKERS'],23.875,33.125,4.75,587.5,78.375,212.25,23.5,70.875,22.0,30.75,14.75,48.0,38.0,7.25,2.5,29.5,53.375,202.25,2008.875,0.357,17.65,0.63525,0.105875,0.08875,0.11862500000000001,0.32187499999999997,0.36475,0.384375,0.555,0.37366666666666665,0.57825,0.2665,0.301875,0.57475,0.899625,0.022625,1.375,0.28,0.53425,0.125,0.125
Ade Murkey,murkead01,SHOOTING GUARD,SACRAMENTO KINGS,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Admiral Schofield,schofad01,['POWER FORWARD' 'SMALL FORWARD'],['ORLANDO MAGIC' 'WASHINGTON WIZARDS'],23.0,35.5,1.5,418.5,44.5,110.5,22.5,70.0,11.0,15.0,12.0,56.0,20.0,6.0,4.5,14.0,54.0,122.5,2021.0,0.39949999999999997,18.1,0.36250000000000004,0.1495,0.159,0.0385,0.015,0.6375,0.538,0.6014999999999999,0.4405,0.6335,0.75,0.32,0.701,0.981,0.028,1.5,0.33099999999999996,0.4225,1.5,0.0
Adonal Foyle,foylead01,CENTER,GOLDEN STATE WARRIORS,30.428571428571427,41.285714285714285,14.928571428571429,732.8571428571429,72.71428571428571,151.21428571428572,0.0,0.07142857142857142,19.5,36.857142857142854,70.92857142857143,122.71428571428571,19.428571428571427,15.0,69.85714285714286,32.214285714285715,84.5,164.92857142857142,2006.4285714285713,0.5355,4.416666666666667,0.99975,0.48733333333333334,0.36533333333333334,0.09200000000000001,0.055,0.00025,0.5356666666666666,0.6109166666666667,0.5175,0.5459166666666667,0.1929090909090909,0.0,0.5583333333333333,,0.051333333333333335,10.571428571428571,0.0,,0.0,0.0
Adonis Thomas,thomaad01,SMALL FORWARD,['ORLANDO MAGIC' 'PHILADELPHIA 76ERS'],20.0,3.0,0.5,18.5,3.0,7.0,0.5,2.5,0.5,0.5,0.0,1.5,1.5,0.0,0.0,0.5,3.0,7.0,2014.0,0.454,18.0,0.6366666666666667,0.06066666666666667,0.212,0.0,0.36333333333333334,0.36333333333333334,0.5743333333333334,0.0,1.0,,0.41100000000000003,0.2333333333333333,0.17766666666666667,1.0,0.0,0.0,0.35566666666666674,0.0,0.0,0.0
Adreian Payne,paynead01,POWER FORWARD,MINNESOTA TIMBERWOLVES,23.666666666666668,19.0,7.555555555555555,320.1111111111111,39.55555555555556,96.55555555555556,1.8888888888888888,8.555555555555555,14.0,21.0,19.444444444444443,51.55555555555556,14.0,9.222222222222221,5.0,19.77777777777778,42.111111111111114,95.0,2015.6666666666667,0.4142222222222222,10.866666666666667,0.8618888888888888,0.2827777777777778,0.2368888888888889,0.08222222222222222,0.2603333333333333,0.1381111111111111,0.44377777777777777,0.5367777777777777,0.3764444444444444,0.3998333333333333,0.5511111111111111,0.18000000000000002,0.7285555555555556,0.9841428571428572,0.059000000000000004,8.555555555555555,0.132,0.17857142857142858,0.0,0.0
Adrian Griffin,griffad01,SHOOTING GUARD,CHICAGO BULLS,30.846153846153847,36.53846153846154,10.461538461538462,514.1538461538462,51.53846153846154,117.92307692307692,2.6153846153846154,9.461538461538462,14.615384615384615,19.384615384615383,33.46153846153846,63.30769230769231,40.76923076923077,27.23076923076923,3.6923076923076925,21.53846153846154,54.69230769230769,120.3076923076923,2005.8461538461538,0.4002307692307693,10.176923076923078,0.9451538461538461,0.3198461538461539,0.17569230769230768,0.19030769230769232,0.2593076923076923,0.05484615384615384,0.4044615384615385,0.5334615384615385,0.35138461538461535,0.32861538461538464,0.2873076923076923,0.23057142857142857,0.4869230769230769,0.7778,0.0033076923076923075,0.7692307692307693,0.3474285714285714,0.2924,0.5384615384615384,0.0
Ahmad Caver,caverah01,SHOOTING GUARD,INDIANA PACERS,25.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2022.0,1.0,1.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,,0.0,0.0,,,0.0,0.0
Al Harrington,harrial01,POWER FORWARD,['GOLDEN STATE WARRIORS' 'INDIANA PACERS'],26.708333333333332,50.5,29.708333333333332,1550.5416666666667,289.2916666666667,649.5,65.20833333333333,177.70833333333334,121.70833333333333,165.75,80.33333333333333,219.08333333333334,87.83333333333333,47.291666666666664,13.625,100.91666666666667,162.70833333333334,765.5,2007.7083333333333,0.4322916666666667,12.829166666666666,0.7051249999999999,0.32225,0.11108333333333333,0.11575,0.15595833333333334,0.294875,0.45825,0.5712083333333333,0.33837500000000004,0.3290416666666667,0.37079166666666663,0.3525833333333333,0.49366666666666664,0.9077083333333333,0.040125,29.958333333333332,0.24758333333333335,0.3465833333333333,1.2916666666666667,0.041666666666666664
Al Horford,horfoal01,CENTER,ATLANTA HAWKS,28.0,63.333333333333336,62.666666666666664,2039.8,361.6666666666667,702.7333333333333,40.6,112.8,102.0,134.33333333333334,129.0,389.06666666666666,209.6,50.8,75.06666666666666,95.86666666666666,141.4,865.9333333333333,2015.0,0.5134666666666666,11.32,0.8328666666666666,0.27586666666666665,0.22693333333333332,0.12346666666666667,0.2064,0.16713333333333333,0.5443333333333334,0.7267333333333333,0.45840000000000003,0.4484,0.4444666666666667,0.34746666666666665,0.6721333333333334,0.9073333333333333,0.07919999999999999,52.53333333333333,0.33113333333333334,0.47550000000000003,0.13333333333333333,0.0
Al Jefferson,jeffeal01,CENTER,['BOSTON CELTICS' 'MINNESOTA TIMBERWOLVES' 'UTAH JAZZ'],26.5,65.35714285714286,46.5,1878.5,440.07142857142856,881.7142857142857,0.5714285714285714,4.714285714285714,143.78571428571428,202.35714285714286,146.71428571428572,402.57142857142856,96.21428571428571,44.857142857142854,78.07142857142857,86.5,167.64285714285714,1024.5,2011.5,0.5018571428571429,7.421428571428572,0.9942142857142857,0.34014285714285714,0.33285714285714285,0.1915,0.1295714285714286,0.0057857142857142855,0.5043571428571428,0.6469285714285714,0.4724285714285714,0.39664285714285713,0.3763571428571429,0.08066666666666666,0.5446428571428571,0.875,0.053214285714285714,41.57142857142857,0.06466666666666666,0.25,1.0714285714285714,0.0
Al Thornton,thornal01,SMALL FORWARD,WASHINGTON WIZARDS,26.214285714285715,42.0,21.785714285714285,1085.5714285714287,172.71428571428572,374.5,7.714285714285714,27.142857142857142,88.5,118.57142857142857,52.57142857142857,107.92857142857143,46.92857142857143,24.642857142857142,17.571428571428573,54.0,104.92857142857143,441.64285714285717,2010.2142857142858,0.4697857142857143,10.9,0.941,0.3255,0.13535714285714287,0.15792857142857142,0.32221428571428573,0.059,0.48221428571428565,0.6854285714285714,0.37307142857142855,0.4135,0.36028571428571426,0.2387142857142857,0.5874285714285714,0.8140000000000001,0.05685714285714286,23.785714285714285,0.3211428571428572,0.1875,1.0714285714285714,0.0
Al-Farouq Aminu,aminual01,POWER FORWARD,['ORLANDO MAGIC' 'PORTLAND TRAIL BLAZERS'],26.5625,47.3125,29.5625,1160.375,126.5,302.4375,34.9375,106.75,59.1875,79.0625,64.125,217.125,58.8125,44.75,25.9375,57.4375,85.0,347.125,2017.5625,0.379375,13.00625,0.623625,0.3106875,0.1903125,0.033125,0.08925000000000001,0.376375,0.436375,0.500125,0.365875,0.20084615384615387,0.40864285714285714,0.2636875,0.5885,0.95075,0.0611875,23.25,0.333625,0.3650625,0.3125,0.0
Alan Anderson,anderal01,SMALL FORWARD,['BROOKLYN NETS' 'CHARLOTTE BOBCATS' 'TORONTO RAPTORS'],29.5,41.25,8.25,849.125,105.375,260.5,41.375,120.375,50.5,61.875,18.875,70.375,46.375,22.75,3.875,36.25,75.25,302.625,2012.5,0.401875,15.962499999999999,0.546875,0.2235,0.09675,0.091375,0.13525,0.453125,0.4495,0.650625,0.283625,0.37825,0.32775,0.339875,0.468375,0.896875,0.01975,4.75,0.362,0.367625,1.125,0.0
Alan Henderson,hendeal01,POWER FORWARD,ATLANTA HAWKS,31.0,50.57142857142857,9.142857142857142,849.4285714285714,103.71428571428571,216.14285714285714,0.14285714285714285,0.8571428571428571,56.57142857142857,90.28571428571429,92.85714285714286,123.42857142857143,20.714285714285715,20.428571428571427,19.857142857142858,42.0,91.71428571428571,264.14285714285717,2004.0,0.5117142857142857,4.285714285714286,0.9964285714285713,0.6017142857142856,0.21714285714285714,0.12442857142857143,0.053142857142857144,0.0035714285714285718,0.5122857142857143,0.6415714285714286,0.2432857142857143,0.28414285714285714,0.4175,0.25,0.5992857142857143,1.0,0.06771428571428571,12.428571428571429,0.0,,0.14285714285714285,0.0
Alan Williams,willial03,POWER FORWARD,PHOENIX SUNS,24.5,16.75,0.0,218.0,40.75,80.5,0.0,0.5,21.75,34.75,28.75,64.0,9.75,9.25,9.5,12.75,38.75,103.25,2017.5,0.4845,5.074999999999999,0.97975,0.4305,0.417,0.1315,0.001,0.02025,0.498,0.61375,0.452,0.2755,0.0,0.0,0.708,,0.00275,0.75,0.0,,0.25,0.0
Alando Tucker,tuckeal02,SMALL FORWARD,PHOENIX SUNS,24.625,10.125,0.125,77.25,13.875,32.5,1.5,6.0,9.875,12.75,5.125,3.5,3.0,0.625,0.25,3.625,4.25,39.125,2009.625,0.4275,9.1375,0.8505,0.46875,0.132125,0.05225,0.19687500000000002,0.1495,0.47125,0.603625,0.35000000000000003,0.15916666666666668,0.384875,0.19499999999999998,0.528375,0.9791666666666666,0.04025,0.75,0.42733333333333334,0.0625,0.125,0.0
Alec Burks,burksal01,SHOOTING GUARD,UTAH JAZZ,26.37037037037037,35.148148148148145,9.074074074074074,815.2592592592592,127.74074074074075,307.4074074074074,39.96296296296296,105.74074074074075,86.70370370370371,105.85185185185185,20.59259259259259,108.25925925925925,75.03703703703704,25.14814814814815,8.481481481481481,42.407407407407405,63.44444444444444,382.14814814814815,2018.3703703703704,0.4189259259259259,13.75925925925926,0.6567037037037038,0.2641111111111111,0.17192592592592593,0.10759259259259259,0.1131111111111111,0.3432962962962963,0.4575185185185185,0.6239259259259259,0.33588888888888885,0.3244074074074074,0.33470833333333333,0.3332962962962963,0.4208518518518518,0.730875,0.03140740740740741,7.851851851851852,0.2272962962962963,0.3341851851851852,1.1851851851851851,0.0
Alec Peters,peteral01,POWER FORWARD,PHOENIX SUNS,22.0,20.0,0.0,225.0,28.0,74.0,18.0,58.0,8.0,10.0,8.0,29.0,12.0,2.0,2.0,4.0,13.0,82.0,2018.0,0.378,20.2,0.216,0.135,0.027,0.014,0.041,0.784,0.625,0.6,1.0,0.0,0.667,0.31,0.8,1.0,0.014,1.0,0.259,0.2,0.0,0.0
Aleem Ford,fordal03,SMALL FORWARD,ORLANDO MAGIC,24.0,5.0,0.0,74.0,6.0,20.0,2.0,15.0,0.0,0.0,2.0,13.0,2.0,1.0,0.0,4.0,7.0,14.0,2022.0,0.3,19.5,0.25,0.15,0.1,0.0,0.0,0.75,0.8,1.0,0.5,,,0.133,0.75,1.0,0.05,1.0,0.2,0.0,0.0,0.0
Aleksandar Radojević,radojal01,CENTER,UTAH JAZZ,28.0,12.0,6.0,128.0,6.0,19.0,0.0,0.0,7.0,10.0,9.0,19.0,6.0,0.0,2.0,15.0,32.0,19.0,2005.0,0.316,4.2,1.0,0.632,0.211,0.158,0.0,0.0,0.316,0.167,0.5,0.667,,,0.667,,0.053,1.0,,,0.0,0.0
Aleksej Pokusevski,pokusal01,POWER FORWARD,OKLAHOMA CITY THUNDER,19.5,53.0,20.0,1161.5,162.5,432.0,57.5,202.0,33.0,46.0,51.5,213.5,114.0,29.5,40.0,96.5,73.0,415.5,2021.5,0.3745,16.05,0.5305,0.1685,0.1975,0.095,0.069,0.46950000000000003,0.4505,0.6285000000000001,0.3745,0.376,0.29100000000000004,0.2845,0.48350000000000004,0.9305,0.0535,21.5,0.198,0.325,0.5,0.0
Alen Smailagić,smailal01,['CENTER' 'POWER FORWARD'],GOLDEN STATE WARRIORS,19.5,14.5,0.5,111.5,15.5,33.5,3.5,11.5,9.0,12.5,8.0,13.5,8.5,3.0,4.5,8.0,12.5,43.5,2020.5,0.4535,11.65,0.6525000000000001,0.34750000000000003,0.2545,0.0375,0.0125,0.34750000000000003,0.521,0.673,0.393,0.0,1.0,0.3155,0.479,1.0,0.0125,0.5,0.304,0.2915,0.0,0.0
Alex Acker,ackeral01,SHOOTING GUARD,DETROIT PISTONS,25.571428571428573,11.428571428571429,0.0,90.28571428571429,13.428571428571429,34.857142857142854,3.142857142857143,9.285714285714286,2.142857142857143,4.285714285714286,3.5714285714285716,7.428571428571429,5.714285714285714,2.2857142857142856,1.7142857142857142,3.5714285714285716,4.428571428571429,32.142857142857146,2008.5714285714287,0.3668571428571429,15.614285714285714,0.7060000000000001,0.18714285714285714,0.06257142857142857,0.13957142857142857,0.31714285714285717,0.29414285714285715,0.43042857142857144,0.44114285714285717,0.3,0.3945714285714286,0.49642857142857144,0.2537142857142857,0.46242857142857147,0.5711999999999999,0.007999999999999998,0.0,0.42514285714285716,0.14514285714285716,0.0,0.0
Alex Caruso,carusal01,POINT GUARD,LOS ANGELES LAKERS,25.0,45.0,7.4,926.2,96.4,228.2,34.8,95.2,49.6,67.4,23.2,91.4,120.2,50.4,13.4,54.0,83.6,277.2,2020.0,0.4244,13.780000000000001,0.5974,0.3084,0.13879999999999998,0.0886,0.0618,0.40259999999999996,0.4664,0.638,0.3214,0.26139999999999997,0.25220000000000004,0.3698,0.5115999999999999,0.8026,0.0424,6.8,0.2886,0.2714,0.8,0.0
Alex Garcia,garcial01,SHOOTING GUARD,['NEW ORLEANS HORNETS' 'SAN ANTONIO SPURS'],23.5,5.0,1.5,79.5,9.5,29.5,2.5,9.0,2.0,3.0,3.5,4.0,9.0,3.0,0.5,4.5,7.5,23.5,2004.5,0.2445,9.75,0.827,0.46799999999999997,0.10049999999999999,0.0905,0.16749999999999998,0.173,0.2625,0.263,0.0,0.75,0.1,0.278,0.731,0.8,0.08099999999999999,0.5,0.389,0.143,0.0,0.0
Alex Kirk,kirkal01,CENTER,CLEVELAND CAVALIERS,23.0,5.0,0.0,14.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2015.0,0.25,9.8,1.0,0.5,0.0,0.0,0.5,0.0,0.25,0.5,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0
Alex Len,lenal01,CENTER,PHOENIX SUNS,25.31578947368421,42.526315789473685,18.05263157894737,771.9473684210526,125.15789473684211,237.42105263157896,8.31578947368421,26.42105263157895,62.05263157894737,92.36842105263158,75.47368421052632,161.52631578947367,36.1578947368421,16.31578947368421,40.73684210526316,47.10526315789474,103.84210526315789,320.6842105263158,2019.3157894736842,0.5421052631578948,7.157894736842105,0.8467894736842104,0.49468421052631584,0.24626315789473685,0.07200000000000001,0.03368421052631579,0.15321052631578946,0.5685789473684211,0.6946842105263158,0.39263157894736844,0.29017647058823526,0.30618181818181817,0.3472222222222222,0.734,0.9992222222222222,0.22868421052631577,56.10526315789474,0.47544444444444445,0.46188235294117647,0.15789473684210525,0.0
Alex Poythress,poythal01,POWER FORWARD,['ATLANTA HAWKS' 'INDIANA PACERS' 'PHILADELPHIA 76ERS'],24.0,17.333333333333332,0.6666666666666666,188.66666666666666,25.333333333333332,53.666666666666664,6.333333333333333,17.666666666666668,8.666666666666666,13.0,15.666666666666666,25.0,8.0,3.3333333333333335,4.333333333333333,6.0,25.666666666666668,65.66666666666667,2018.0,0.45999999999999996,10.466666666666667,0.6469999999999999,0.5263333333333333,0.075,0.024666666666666667,0.021,0.353,0.5146666666666667,0.5796666666666667,0.3056666666666667,0.25,0.0,0.357,0.6676666666666667,1.0,0.11233333333333333,5.0,0.4586666666666666,0.47933333333333333,0.0,0.0
Alex Scales,scaleal01,SHOOTING GUARD,SAN ANTONIO SPURS,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
